Tipo,Prov_Ciudad,Zona,Calle,Precio,Metros,Habitación,Baños
Piso,Madrid,Miraflores de la Sierra,calle Norte,300,57,1,1
Piso,Madrid,San José - Buenos Aires en Pinto,calle Colombia,695,100,3,1
Piso,Madrid,Guadarrama,calle Avila,625,67,3,1
Piso,Madrid,Arganda del Rey,calle Gran Habitat,600,99,4,2
Piso,Madrid,Pozuelo de Alarcón,calle Europa,1200,120,2,2
Bajo,Madrid,Mejorada del Campo,calle Mejorada del Campo,590,69,2,1
Piso,Madrid,Alcalá de Henares,calle Alcala de Henares,440,60,3,1
Chalet,Madrid,Boalo (El),calle Matasenderos,1100,295,5,4
Piso,Madrid,Collado Villalba,urbanización El Soto,650,90,3,1
Piso,Madrid,Soto del Real,calle Real,500,50,2,1
Piso,Madrid,Talamanca de Jarama,calle De Sojo,650,90,4,3
Chalet,Madrid,Rozas centro en Rozas de Madrid (Las),calle Real,660,180,4,3
Chalet,Madrid,Casco Nuevo en Boadilla del Monte,calle Real,660,180,4,3
Chalet,Madrid,Villanueva del Pardillo,calle Real,660,180,4,3
Chalet,Madrid,Brunete,calle Real,660,180,4,3
Chalet,Madrid,Galapagar,calle Real,660,180,4,3
Chalet,Madrid,Pueblo - Urb. Norte en Valdemorillo,calle Real,660,180,4,3
Piso,Madrid,NA,Torres de la Alameda,500,70,3,1
Chalet,Madrid,NA,Batres,1300,200,4,3
Casa rural,Madrid,NA,Rascafría,6000,22,22,0
Chalet,Madrid,Centro en Getafe,calle Real,435,120,3,2
Chalet,Madrid,Colmenar del Arroyo,calle Madrid,660,180,4,3
Casa,Madrid,Las Vegas - El Pozanco en Colmenar Viejo,calle Naranjo de Bulnes,3500,5,5,0
Chalet,Madrid,Parla Este en Parla,calle Parla Este,1100,221,4,3
Piso,Madrid,NA,Fuenlabrada,800,115,3,2
Chalet,Madrid,NA,Getafe,1000,180,4,3
Piso,Madrid,Meco pueblo en Meco,calle Ciudad de la Luz,600,85,3,1
Casa adosada,Madrid,Velilla de San Antonio,calle Velilla de San Antonio,1115,190,3,2
Chalet,Madrid,Alpedrete,calle Alpedrete Madrid,1900,350,5,2
Casa,Madrid,NA,Vellón (El),350,100,3,1
Chalet,Madrid,NA,Loeches,1150,250,4,2
Piso,Madrid,NA,Jardín de los Reyes - Parque Real en Escorial (El),650,70,3,2
Chalet,Madrid,Galapagar,calle Virgen de Nuria,1250,300,5,3
Piso,Madrid,Norte-Universidad en Móstoles,calle Miguel Angel,700,90,3,1
Piso,Madrid,NA,Torrejón de Ardoz,600,95,3,1
Bajo,Madrid,Mejorada del Campo,calle Los Olivos,530,65,3,1
Dúplex,Madrid,NA,San Agustín de Guadalix,650,90,3,1
Dúplex,Madrid,NA,Talamanca de Jarama,500,88,2,2
Piso,Madrid,San Cristóbal,calle Burjasot,550,60,3,1
Piso,Madrid,Valdemoro,calle San Jose,630,122,3,2
Piso,Madrid,Fortuna en Leganés,calle San Justo,550,81,3,1
Piso,Madrid,NA,Parque Europa - Los Pitufos en Pinto,525,50,1,1
Dúplex,Madrid,Camarma de Esteruelas,calle Camarma de Esteruelas,585,48,1,1
Piso,Madrid,Cercedilla,calle Aldea,500,60,1,1
Piso,Madrid,Zaburdon en San Lorenzo de El Escorial,calle Las Pozas,750,98,3,2
Piso,Madrid,San Sebastián de los Reyes,calle María Pacheco,950,125,4,2
Ático-dúplex,Madrid,Manzanares el Real,calle De la Pedriza,750,100,2,2
Casa,Madrid,Soto del Real,travesía Los Fresnos,750,110,4,2
Loft,Madrid,Norte en Alcobendas,carretera Fuencarral,500,42,1,1
Dúplex,Madrid,Zona Casco Antiguo en Navalcarnero,calle Jacinto Gonzalez,750,95,3,2
Piso,Madrid,Griñón,calle Rubi,1100,230,3,2
Piso,Madrid,Pozuelo de Alarcón,calle Europa,1200,120,2,2
Casa adosada,Madrid,NA,Pedrezuela,450,50,1,1
Chalet,Madrid,NA,Torrejón de la Calzada,900,260,4,2
Chalet,Madrid,Ciudad Jardin en Arroyomolinos,calle Del Cantabrico,1300,220,4,3
Loft,Madrid,Norte en Alcobendas,carretera Fuencarral,500,42,1,1
Piso,Madrid,Griñón,calle Rubi,1100,230,3,2
Piso,Madrid,Getafe,calle Alhambra,800,100,3,2
Bajo,Madrid,Meco pueblo en Meco,calle Ciudad de la Luz,550,90,3,1
Chalet,Madrid,Ciudad Jardin en Arroyomolinos,calle Del Cantabrico,1300,220,4,3
Casa,Madrid,NA,Guadarrama,1200,400,6,2
Apartamento,Madrid,Zona Centro en Villanueva de la Cañada,calle Olivr,600,45,1,1
Chalet,Madrid,NA,Álamo (El),750,91,3,1
Chalet,Madrid,Miraflores de la Sierra,carretera Bustarviejo,900,172,3,2
Chalet,Madrid,Majadahonda,calle Real,660,180,4,3
Chalet,Madrid,NA,La Berzosilla en Torrelodones,2200,500,7,4
Chalet,Madrid,NA,Pueblo - Urb. Norte en Valdemorillo,1700,700,7,7
Chalet,Madrid,Centro en Aranjuez,calle Rio Guadiela,525,208,4,2
Piso,Madrid,NA,Centro en Valdemoro,700,85,2,2
Dúplex,Madrid,Santos de la Humosa (Los),calle Emparrado,800,110,3,2
Chalet,Madrid,Valdemoro,calle Arcadia,1500,300,6,3
Casa adosada,Madrid,NA,Los Peñascales en Torrelodones,1950,280,5,4
Casa adosada,Madrid,Velilla de San Antonio,calle Velilla de San Antonio,1115,190,3,2
Chalet,Madrid,Alpedrete,calle Alpedrete Madrid,1900,350,5,2
Casa pareada,Madrid,Urb. Belvalle en Meco,calle Toledo,1000,270,4,2
Piso,Madrid,Manzanares el Real,calle Manzanares El Real,600,90,3,2
Casa,Madrid,NA,San Sebastián de los Reyes,3100,300,4,3
Piso,Madrid,NA,Arroyomolinos,730,80,2,2
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Eras de Móstoles,750,75,2,1
Piso,Madrid,Talamanca de Jarama,calle Valdepielagos,550,105,3,2
Chalet,Madrid,Justicia-Chueca,calle Hortaleza,350,120,3,2
Chalet,Madrid,Álamo (El),calle Martires,1000,118,6,2
Piso,Madrid,NA,Móstoles,600,85,3,1
Dúplex,Madrid,NA,Molar (El),500,70,2,1
Piso,Madrid,NA,Los Arcos - El Viviero en Colmenar Viejo,950,124,4,2
Piso,Madrid,NA,Montserrat en San Fernando de Henares,740,90,3,2
Piso,Madrid,Brunete,calle Doctor Rodriguez de la Fuente,650,70,2,2
Piso,Madrid,Zarzaquemada en Leganés,calle La Mancha,675,90,4,1
Piso,Madrid,Zona Centro - Ayuntamiento en Pinto,calle Real,650,75,3,1
Chalet,Madrid,NA,Torrejón de la Calzada,900,240,4,2
Chalet,Madrid,Pedrezuela,calle Centro,600,90,1,2
Apartamento,Madrid,Casco Urbano en Villaviciosa de Odón,calle Centrico,600,42,2,2
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Eras de Móstoles,750,75,2,1
Piso,Madrid,Miraflores de la Sierra,calle Ramón y Cajal,550,83,2,1
Chalet,Madrid,Álamo (El),calle Martires,1000,118,6,2
Piso,Madrid,Norte-Universidad en Móstoles,calle Alonso Cano,800,95,4,2
Dúplex,Madrid,NA,Molar (El),500,70,2,1
Piso,Madrid,NA,Vellón (El),450,70,2,1
Piso,Madrid,NA,Alcorcón,650,75,1,2
Chalet,Madrid,NA,Leganés,1250,180,4,3
Chalet,Madrid,NA,Álamo (El),1100,500,4,3
Casa pareada,Madrid,Urb. Belvalle en Meco,calle Toledo,1000,270,4,2
Ático,Madrid,Mejorada del Campo,calle Margarita Salas,900,110,3,2
Piso,Madrid,Manzanares el Real,calle Manzanares El Real,600,90,3,2
Casa,Madrid,La,Moraleja,7000,500,4,4
Piso,Madrid,NA,Móstoles,750,103,4,2
Piso,Madrid,Alcalá de Henares,paseo De la Estacion,560,59,3,1
Dúplex,Madrid,Collado Villalba,urbanización Las Eras,850,130,4,2
Ático,Madrid,Casco Antiguo Norte en Ciempozuelos,calle Frailes Viejos,450,30,1,1
Piso,Madrid,Guadarrama,calle Río Segura,600,92,3,2
Piso,Madrid,La Fuente en Parla,calle De Ronda,550,50,1,1
Dúplex,Madrid,NA,Molar (El),600,70,2,1
Casa adosada,Madrid,NA,Torrelodones,1500,270,2,3
Piso,Madrid,NA,Zona Casco Antiguo en Navalcarnero,600,135,2,2
Piso,Madrid,Zona Centro - Ayuntamiento en Pinto,calle San Sebastian,575,50,1,1
Piso,Madrid,Valdemoro,calle San Jose,750,70,2,1
Piso,Madrid,NA,Rozas centro en Rozas de Madrid (Las),950,75,2,1
Piso,Madrid,Sector B en Boadilla del Monte,calle Morella,1200,150,3,3
Piso,Madrid,Torrejón de Ardoz,calle Margaritas,580,70,2,1
Piso,Madrid,Buenavista,calle Gabriel Gomez,550,60,2,1
Piso,Madrid,NA,Fuenlabrada,700,95,3,1
Chalet,Madrid,NA,Arroyomolinos,1100,240,4,3
Piso,Madrid,Centro en Alcobendas,calle Nuestra Señora del Pilar,900,100,3,2
Piso,Madrid,Majadahonda,calle Rey Juan Carlos I,1800,130,3,3
Piso,Madrid,Alpedrete,calle Canteros,690,95,3,1
Piso,Madrid,Centro en Getafe,calle Carlos Capitan Haya,680,75,3,1
Casa pareada,Madrid,NA,San Lorenzo de El Escorial,1200,275,4,3
Casa,Madrid,NA,San Sebastián de los Reyes,3000,500,5,4
Piso,Madrid,Fuencasa en San Fernando de Henares,calle Fuencasa,700,75,3,1
Chalet,Madrid,Miraflores de la Sierra,calle Los Abedules,850,198,4,2
Piso,Madrid,NA,Jardín de los Reyes - Parque Real en Escorial (El),650,65,2,1
Apartamento,Madrid,Casco Urbano en Villaviciosa de Odón,calle Centro,750,53,2,2
Casa pareada,Madrid,NA,San Lorenzo de El Escorial,1200,275,4,3
Piso,Madrid,NA,Centro - Manquilla en Escorial (El),550,40,2,1
Chalet,Madrid,Villanueva de la Cañada,calle Real,660,180,4,3
Chalet,Madrid,Villaviciosa de Odón,calle Real,660,180,4,3
Casa adosada,Madrid,NA,Arroyomolinos,1300,350,4,3
Piso,Madrid,Meco pueblo en Meco,calle Ciudad de la Luz,630,89,4,1
Dúplex,Madrid,Alpedrete,calle Canteros,700,100,2,2
Casa,Madrid,NA,Ciudalcampo en San Sebastián de los Reyes,4800,450,4,7
Casa pareada,Madrid,La,Moraleja,4700,350,4,4
Ático,Madrid,Mejorada del Campo,calle Margarita Salas,900,110,3,2
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,650,90,3,1
Piso,Madrid,NA,Móstoles,750,103,4,2
Piso,Madrid,Alcalá de Henares,paseo De la Estacion,560,59,3,1
Chalet,Madrid,NA,Las Vegas - El Pozanco en Colmenar Viejo,2800,375,5,3
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Cristo,850,80,2,2
Piso,Madrid,Los Arcos - El Viviero en Colmenar Viejo,calle Zurbaran,850,106,4,2
Casa adosada,Madrid,Urbanizaciones en Alcobendas,calle Salvia,2500,240,5,4
Piso,Madrid,Collado Villalba,urbanización Parquesierra,650,69,3,1
Piso,Madrid,NA,Centro en Fuenlabrada,690,85,3,1
Chalet,Madrid,Álamo (El),calle Martires,1100,195,4,3
Piso,Madrid,Norte-Universidad en Móstoles,calle Miguel Angel,750,110,4,2
Piso,Madrid,Alcorcón,calle Japón a,750,80,3,1
Casa adosada,Madrid,La,Moraleja,3700,325,5,5
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Cristo,850,80,2,2
Piso,Madrid,Parque Empresarial en Rozas de Madrid (Las),calle Playa de Sitges,1400,80,2,2
Piso,Madrid,NA,Centro - Manquilla en Escorial (El),550,40,2,1
Chalet,Madrid,Villaviciosa de Odón,calle Real,660,180,4,3
Piso,Madrid,NA,Centro en Valdemoro,700,85,2,2
Casa,Madrid,NA,Ciudalcampo en San Sebastián de los Reyes,4800,450,4,7
Piso,Madrid,San Fernando de Henares,barrio Alix,800,78,2,2
Piso,Madrid,NA,Getafe,700,75,2,2
Casa pareada,Madrid,La,Moraleja,4700,350,4,4
Casa pareada,Madrid,Meco pueblo en Meco,calle Meco,860,155,3,3
Chalet,Madrid,NA,Fuente Santa en Colmenar Viejo,1450,270,5,4
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,700,120,4,2
Piso,Madrid,NA,Aranjuez,500,105,3,2
Piso,Madrid,NA,Centro en Fuenlabrada,750,112,3,2
Bajo,Madrid,NA,Arroyomolinos,600,55,1,1
Piso,Madrid,NA,Móstoles,650,96,2,1
Piso,Madrid,NA,Jardín de los Reyes - Parque Real en Escorial (El),750,90,2,2
Piso,Madrid,Mejorada del Campo,calle Centro,670,68,3,2
Piso,Madrid,Alpedrete,calle Prado de la Iglesia,675,100,3,2
Chalet,Madrid,Parla,calle California,1270,138,4,3
Piso,Madrid,NA,Molar (El),500,70,2,1
Piso,Madrid,Pozuelo de Alarcón,calle De Europa,1500,125,3,2
Piso,Madrid,NA,Collado Villalba,700,70,2,1
Casa adosada,Madrid,El Reston II en Valdemoro,calle Atlántida,1000,140,3,3
Casa adosada,Madrid,Villanueva de la Cañada,calle Monasterio de Leyre,1600,210,5,4
Piso,Madrid,Alcalá de Henares,calle Ferraz,600,60,2,1
Piso,Madrid,NA,Dehesa de Navalcarbon-Montecillo en Rozas de Madrid (Las),1200,85,2,2
Piso,Madrid,Boadilla del Monte,calle Isaac Albéniz,1495,130,4,2
Piso,Madrid,Alcobendas,calle Hiedra,1999,145,3,2
Piso,Madrid,NA,Torrejón de Ardoz,900,138,4,2
Chalet,Madrid,NA,Álamo (El),1600,360,6,4
Piso,Madrid,NA,Centro en Colmenar Viejo,650,80,3,1
Piso,Madrid,Torrejón de Ardoz,calle Torrejon de Ardoz,710,99,4,2
Piso,Madrid,NA,La Tenería I – La Tenería II en Pinto,690,80,3,2
Casa adosada,Madrid,NA,Arroyomolinos,1300,350,4,3
Piso,Madrid,NA,Sector B en Boadilla del Monte,1500,130,4,2
Piso,Madrid,NA,Centro - Manquilla en Escorial (El),600,70,2,1
Piso,Madrid,Alcalá de Henares,calle Alcala de Henares,560,66,3,1
Casa adosada,Madrid,Nuevo Aranjuez en Aranjuez,calle Islas,740,170,4,2
Piso,Madrid,Alcorcón,calle Ministro Fernandez Ordoñez,690,75,3,1
Dúplex,Madrid,Alpedrete,calle Canteros,650,85,2,2
Piso,Madrid,NA,Loranca en Fuenlabrada,750,79,3,2
Casa adosada,Madrid,NA,Arroyomolinos,1300,220,4,2
Piso,Madrid,Collado Villalba,calle Fragua,625,60,1,1
Piso,Madrid,Vereda de Estudiantes-Derechos Humanos en Leganés,calle Bilbao,725,74,2,2
Piso,Madrid,San blas,calle Castillo de Madrigal de Las Altas Torres,600,50,2,1
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Rioja,600,60,1,1
Piso,Madrid,El Bercial en Getafe,calle De Chile,750,90,3,2
Piso,Madrid,Pozuelo de Alarcón,calle Peñalara,1500,120,2,2
Chalet,Madrid,NA,Álamo (El),1150,260,4,3
Piso,Madrid,Centro en Móstoles,calle Simón Hernandez,715,80,3,1
Piso,Madrid,El Castillo Campodón en Villaviciosa de Odón,calle El Bosque,900,85,2,1
Chalet,Madrid,Coimbra-Guadarrama en Móstoles,calle Eucalipto,1200,216,5,5
Piso,Madrid,San Fernando de Henares,barrio Alix,800,78,2,2
Piso,Madrid,NA,La Tenería I – La Tenería II en Pinto,690,80,3,2
Piso,Madrid,NA,Alcalá de Henares,900,127,3,2
Piso,Madrid,NA,Centro en Parla,600,75,2,1
Piso,Madrid,Santa Eugenia,calle Castrillo de Aza,695,70,2,1
Bajo,Madrid,NA,Arroyomolinos,600,55,1,1
Piso,Madrid,Juan de la Cierva en Getafe,calle España,600,67,3,1
Chalet,Madrid,Álamo (El),calle Martires,1100,195,4,3
Piso,Madrid,Centro - Manquilla en Escorial (El),calle El Escorial,490,40,2,1
Piso,Madrid,Torrejón de Ardoz,calle Otras,850,103,2,2
Piso,Madrid,NA,Fuenlabrada,700,90,3,1
Casa adosada,Madrid,Nuevo Aranjuez en Aranjuez,calle Islas,740,170,4,2
Piso,Madrid,Collado Villalba,calle Garcia Marquez,850,110,4,2
Piso,Madrid,Zarzaquemada en Leganés,calle Alcarria,850,120,4,2
Casa,Madrid,NA,Alcobendas,3000,230,4,5
Dúplex,Madrid,Villanueva de la Cañada,calle Nebli,850,85,2,2
Dúplex,Madrid,Casco Antiguo en Boadilla del Monte,calle Convento,1000,75,2,1
Piso,Madrid,NA,Alcorcón,800,75,1,2
Piso,Madrid,Fuenlabrada,calle Sevilla,835,114,3,2
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,700,120,4,2
Piso,Madrid,Villanueva de la Cañada,calle Miralrio,850,80,3,2
Piso,Madrid,La Tenería I – La Tenería II en Pinto,calle Juan Pablo II,650,56,1,1
Apartamento,Madrid,El Castillo Campodón en Villaviciosa de Odón,calle ¡¡¡Para Estudiantes!!!,500,45,1,0
Piso,Madrid,NA,Centro en Aranjuez,650,90,3,2
Chalet,Madrid,Parla,calle California,1200,138,4,3
Piso,Madrid,Collado Villalba,urbanización Los Enebros,740,100,3,2
Piso,Madrid,NA,Alcalá de Henares,700,85,3,1
Piso,Madrid,San Fernando de Henares,calle Centro,670,70,2,1
Piso,Madrid,NA,Dehesa de Navalcarbon-Montecillo en Rozas de Madrid (Las),1200,85,2,2
Piso,Madrid,Norte-Universidad en Móstoles,calle Miguel Angel,750,110,4,2
Loft,Madrid,Ensanche en Alcobendas,calle De la Industria,900,145,2,2
Chalet,Madrid,La Montaña en Aranjuez,calle Monasterio de Poblet,800,180,3,2
Chalet,Madrid,NA,Pozuelo de Alarcón,1800,220,4,3
Casa,Madrid,NA,San Sebastián de los Reyes,1250,74,2,1
Chalet,Madrid,NA,Rinconada en Alcalá de Henares,1280,332,3,2
Chalet,Madrid,NA,Fuente Santa en Colmenar Viejo,1450,270,5,4
Piso,Madrid,Rozas de Madrid (Las),calle Camilo José Cela,1300,92,2,2
Piso,Madrid,NA,El Naranjo-La Serna en Fuenlabrada,700,100,3,2
Piso,Madrid,Norte-Universidad en Móstoles,calle Alonso Cano,800,95,4,2
Piso,Madrid,Centro en Aranjuez,calle Principe,650,90,3,2
Piso,Madrid,Casco Antiguo Norte en Ciempozuelos,calle San Sebastián,500,50,1,1
Piso,Madrid,Zona Centro en Villanueva de la Cañada,calle Eras de Móstoles,1200,100,4,2
Piso,Madrid,Centro-Casco Antiguo en Alcorcón,calle Mayor,695,75,2,1
Casa,Madrid,Urb. la Finca en Pozuelo de Alarcón,calle Prado del Rey,6700,685,5,6
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,650,66,3,1
Piso,Madrid,NA,Alcobendas,3000,170,3,3
Dúplex,Madrid,Casco Urbano en Villaviciosa de Odón,calle Muy Centrico,725,70,2,2
Casa,Madrid,NA,Alcobendas,7500,600,8,6
Piso,Madrid,Collado Villalba,calle Isla de Salvora,650,58,1,1
Chalet,Madrid,Zona Centro en Villanueva de la Cañada,calle Santiago Apóstol,1300,190,3,2
Piso,Madrid,Rozas de Madrid (Las),calle Mercedes Formica,1250,120,2,3
Casa,Madrid,NA,San Sebastián de los Reyes,2800,566,3,0
Piso,Madrid,Collado Villalba,calle Playa Frexeira,750,146,4,2
Piso,Madrid,Alcobendas,calle Pintor Murillo,1200,120,3,2
Piso,Madrid,Alcorcón,calle Arces,750,71,2,1
Piso,Madrid,Urb. Prado de Somosaguas en Pozuelo de Alarcón,calle Tramontana,1700,146,3,2
Piso,Madrid,NA,Dehesa de Navalcarbon-Montecillo en Rozas de Madrid (Las),1250,125,4,3
Piso,Madrid,San Jose-Valderas-Parque Lisboa en Alcorcón,calle Porto Colon,980,82,4,2
Piso,Madrid,NA,Collado Villalba,990,117,4,2
Chalet,Madrid,Zona Centro en Villanueva de la Cañada,calle Sin Determinar,1800,150,4,4
Casa,Madrid,NA,San Sebastián de los Reyes,3000,600,6,4
Casa,Madrid,NA,Ciudalcampo en San Sebastián de los Reyes,2500,340,3,3
Chalet,Madrid,Zona Centro en Villanueva de la Cañada,calle Roncesvalles,1700,260,5,3
Piso,Madrid,NA,El Pinar-Punta Galea en Rozas de Madrid (Las),1300,130,3,2
Piso,Madrid,Majadahonda,calle Isaac Albéniz,2500,220,5,4
Piso,Madrid,Ondarreta-Las Retamas-Parque Oeste en Alcorcón,calle Copenhague,1000,90,3,2
Casa,Madrid,NA,Pozuelo de Alarcón,3300,4,4,0
Chalet,Madrid,Club de Golf en Rozas de Madrid (Las),calle Cabo Machichaco,5000,700,7,8
Casa,Madrid,NA,Ciudalcampo en San Sebastián de los Reyes,5000,650,4,5
Chalet,Madrid,Zona Centro en Villanueva de la Cañada,calle Valle Inclán,1500,190,4,3
Chalet,Madrid,Urb. Somosaguas en Pozuelo de Alarcón,calle ,2750,115,3,2
Piso,Madrid,Centro-Casco Antiguo en Alcorcón,calle Dos de Mayo,890,75,3,2
Piso,Madrid,NA,Castellana,1550,62,1,1
Chalet,Madrid,NA,Marazuela-El Torreón en Rozas de Madrid (Las),2300,400,6,5
Chalet,Madrid,Villanueva de la Cañada,calle Aviación Española,1300,150,3,2
Piso,Madrid,San Jose-Valderas-Parque Lisboa en Alcorcón,calle Alcalde Jose Aranda,1200,145,4,2
Piso,Madrid,Golf - El Carralero en Majadahonda,calle Sorolla,1375,123,3,2
Casa adosada,Madrid,NA,Pozuelo de Alarcón,3050,290,5,5
Chalet,Madrid,Zona Centro en Villanueva de la Cañada,calle Gaudí,1200,180,3,2
Piso,Madrid,NA,Trafalgar,2200,120,4,2
Piso,Madrid,NA,Alcorcón,750,98,2,0
Piso,Madrid,NA,Parque Europa - Los Pitufos en Pinto,525,50,1,1
Estudio,Madrid,NA,Casco Urbano en Villaviciosa de Odón,400,1,1,0
Piso,Madrid,NA,Centro en Aranjuez,600,60,2,1
Chalet,Madrid,Sector III en Getafe,calle Manuel de Falla,1300,360,4,3
Piso,Madrid,NA,Ensanche en Alcalá de Henares,725,81,2,2
Apartamento,Madrid,La Raya del Palancar en Villanueva de la Cañada,calle Nebli,600,48,1,1
Chalet,Madrid,Parque Boadilla en Boadilla del Monte,calle ,2800,214,7,3
Casa adosada,Madrid,Torrejón de Ardoz,calle Villarroel,1400,198,4,2
Casa adosada,Madrid,Majadahonda,calle Las Norias,1950,280,3,3
Chalet,Madrid,Villanueva de la Cañada,calle Casco Urbano,2000,390,7,5
Estudio,Madrid,El Castillo Campodón en Villaviciosa de Odón,calle Sin Determinar,500,44,1,1
Ático,Madrid,NA,San José - Buenos Aires en Pinto,850,110,3,2
Piso,Madrid,Pozuelo de Alarcón,calle Tahona,1100,95,4,2
Piso,Madrid,Reyes Católicos en Alcalá de Henares,calle Reyes Católicos,650,64,3,1
Piso,Madrid,NA,Centro en Aranjuez,500,65,2,2
Piso,Madrid,Alcorcón,calle Los Pinos,800,80,2,2
Piso,Madrid,NA,Torrejón de Ardoz,1100,100,3,2
Chalet,Madrid,Zona Carretera del Plantío en Majadahonda,calle De España,2900,325,5,5
Piso,Madrid,NA,Castellana,2870,185,3,3
Piso,Madrid,Rozas de Madrid (Las),calle Comunidad de Baleares,1500,140,3,2
Piso,Madrid,Casco Urbano en Villaviciosa de Odón,calle Principe de Asturias,1200,95,3,2
Piso,Madrid,NA,Centro en Fuenlabrada,650,84,3,1
Piso,Madrid,Boadilla del Monte,calle Juan de la Cierva,1400,140,3,2
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,650,78,3,1
Piso,Madrid,Reyes Catolicos en Alcalá de Henares,calle Avenida Reyes Católicos,750,83,3,1
Chalet,Madrid,Torrejón de Ardoz,calle Villarroel,1400,210,4,3
Casa,Madrid,Pozuelo de Alarcón,calle Camino Viejo de Humera,1950,130,3,2
Piso,Madrid,Centro en Aranjuez,calle Abastos,500,61,2,1
Piso,Madrid,Torrejón de Ardoz,calle Torrejon de Ardoz,940,143,4,2
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,625,50,1,1
Piso,Madrid,NA,Fuenlabrada,750,80,3,1
Piso,Madrid,NA,Centro en Aranjuez,370,20,1,1
Piso,Madrid,Casco Urbano en Villaviciosa de Odón,calle San Babiles,895,80,2,2
Dúplex,Madrid,NA,Alcalá de Henares,825,120,3,2
Casa pareada,Madrid,NA,El Pinar-Punta Galea en Rozas de Madrid (Las),2600,390,6,3
Piso,Madrid,Ondarreta-Las Retamas-Parque Oeste en Alcorcón,calle Copenhague,1000,100,3,2
Piso,Madrid,Nueva España,calle Henri Dunand,4900,330,5,5
Casa adosada,Madrid,Boadilla del Monte,calle Ventura Rodríguez,1700,200,3,3
Piso,Madrid,La Avanzada-La Cueva en Fuenlabrada,calle Colombia,650,75,3,1
Casa adosada,Madrid,NA,Torrejón de Ardoz,1400,220,4,2
Casa,Madrid,NA,Aranjuez,1200,200,5,3
Chalet,Madrid,El Castillo Campodón en Villaviciosa de Odón,calle ,2800,847,7,6
Ático,Madrid,NA,La Tenería I – La Tenería II en Pinto,890,81,2,2
Piso,Madrid,NA,Zona Monte El Pilar en Majadahonda,2250,140,4,3
Chalet,Madrid,NA,Pozuelo de Alarcón,2750,115,3,2
Piso,Madrid,Torrejón de Ardoz,calle Torrejon de Ardoz,790,114,4,2
Chalet,Madrid,NA,Pozuelo de Alarcón,4900,450,5,4
Piso,Madrid,Jerónimos,paseo Infanta Isabel,1650,119,3,2
Chalet,Madrid,El Bosque en Villaviciosa de Odón,calle Sin Determinar,5000,300,10,6
Piso,Madrid,NA,Centro en Aranjuez,500,46,2,1
Piso,Madrid,Rozas de Madrid (Las),calle Severo Ochoa,1400,125,3,2
Piso,Madrid,NA,Sector B en Boadilla del Monte,1400,145,4,3
Piso,Madrid,NA,Puerta Pinto - Valparaíso en Pinto,800,80,3,2
Piso,Madrid,NA,Centro en Fuenlabrada,600,71,2,1
Piso,Madrid,Alcalá de Henares,calle Avenida Caballería Española,750,88,3,2
Piso,Madrid,Majadahonda,calle Mar Mediterráneo,2200,140,4,3
Piso,Madrid,Pozuelo de Alarcón,calle Cierzo,1700,110,2,2
Chalet,Madrid,NA,Aravaca,3500,327,5,5
Casa,Madrid,NA,Aranjuez,1100,330,3,3
Piso,Madrid,Boadilla del Monte,calle Sofia de Grecia,1500,160,3,3
Piso,Madrid,NA,Zona Centro - Ayuntamiento en Pinto,650,86,3,1
Piso,Madrid,Casco Histórico en Alcalá de Henares,calle Talamanca,1300,180,3,2
Piso,Madrid,Fuenlabrada,calle Loranca Alquiler,900,120,4,2
Chalet,Madrid,NA,Urb. Prado de Somosaguas en Pozuelo de Alarcón,3700,535,6,4
Apartamento,Madrid,Cortes-Huertas,calle Cortes,830,45,1,1
Apartamento,Madrid,Vergel-Olivas en Aranjuez,calle Juan de Herrera,400,50,1,1
Casa pareada,Madrid,Valdepastores en Boadilla del Monte,calle ,2900,486,5,5
Piso,Madrid,NA,Parque Empresarial en Rozas de Madrid (Las),1250,80,2,2
Chalet,Madrid,Vivero - Hospital - Universidad en Fuenlabrada,calle Hipocrates,1490,280,3,3
Piso,Madrid,Comillas,calle Orgaz,1000,65,2,1
Piso,Madrid,Torrejón de Ardoz,calle Juncal,750,68,2,1
Piso,Madrid,NA,Dehesa de Navalcarbon-Montecillo en Rozas de Madrid (Las),1250,114,2,2
Piso,Madrid,Casco Urbano en Villaviciosa de Odón,calle Bispo,1100,100,2,2
Casa adosada,Madrid,NA,Sector B en Boadilla del Monte,1700,40,4,2
Piso,Madrid,NA,El Naranjo-La Serna en Fuenlabrada,835,114,3,1
Bajo,Madrid,NA,Golf - El Carralero en Majadahonda,2500,220,5,4
Chalet,Madrid,NA,Zona Monte El Pilar en Majadahonda,2900,300,4,3
Apartamento,Madrid,NA,El Naranjo-La Serna en Fuenlabrada,700,50,1,1
